gcontig pos_gcontig XTX_rank
C27745110 183 552.33
C27745110 185 277.21
C27745110 196 3034.7
C27745110 203 340.65
C27745110 205 291.77
C27745110 210 287.17
C27745110 213 288.3
C27745110 228 1907.7
C27745110 260 292.44
C27745110 263 325.04
C27745110 264 301.28
C27745110 354 316.59
C27745110 364 400.49
C27745110 371 328.81
C27745110 376 345.48
C27745110 387 375.17
C27745390 17 331.55
C27745390 22 714.38
C27745390 28 257.04
C27745390 79 283.89
C27745390 87 757.43
C27745390 88 293.78
C27745390 94 318.59
C27745390 130 271.81
C27745390 292 276.36
C27745390 327 269.43
C27745390 353 463.81
C27745390 397 299.9
C27745390 404 314.35
C27745390 425 271.17
C27745390 430 281.5
C27745390 449 384.72
C27745390 458 291.38
C27745390 461 262.58
C27745390 464 286.94
C27745390 465 327.68
C27745390 484 318.23
C27746806 122 305.32
C27746806 179 266.33
C27746806 181 611.63
C27746806 256 553.52
C27746806 314 305.23
C27747478_1_454 262 420.69
C27747478_1_454 268 282.06
C27747478_1_454 269 300.07
C27747478_1_454 328 499.82
C27747866 77 507.46
C27747866 84 760.72
C27747866 92 374.79
C27747866 157 298.78
C27751210 103 827.54
C27751210 112 288.64
C27751210 127 808.25
C27751210 137 286.92
C27751210 147 593.14
C27751210 151 264.19
C27751210 164 296.18
C27751210 325 376.4
C27751210 332 279.14
C27751210 334 278.33
C27751210 353 319.73
C27751210 376 272.45
C27751210 382 258.92
C27751210 389 262.4
C27751210 397 267.46
C27751962_50_515 25 263.64
C27751962_50_515 75 544.07
C27751962_50_515 90 290.17
C27751962_50_515 92 1763.6
C27751962_50_515 136 269.84
C27751962_50_515 143 278.37
C27751962_50_515 151 1107.5
C27752290 57 277.03
C27752290 357 398.81
C27752804 73 271.5
C27752804 122 268.65
C27752804 199 280.07
C27752804 213 288.41
C27752804 263 318.43
C27752804 296 308.5
C27752804 307 289.98
C27752804 321 279
C27752804 383 288.92
C27752804 398 301.84
C27752974 119 260.5
C27752974 168 442.93
C27752974 179 313.16
C27752974 184 261
C27752974 195 619.45
C27752974 204 433.41
C27752974 216 278.72
C27752974 225 281.98
C27752974 229 285.13
C27752974 234 1913.6
C27752974 237 822.69
C27752974 241 291.08
C27752974 261 318.71
C27752974 263 427.65
C27752974 266 277.09
C27752974 278 277.1
C27752974 288 399.74
C27752974 291 277.17
C27752974 304 2144.8
C27752974 319 378.4
C27752974 321 304.69
C27752974 322 1502
C27752974 367 325.49
C27752974 379 248.36
C27752974 408 294.55
C27752974 448 668.99
C27752974 450 391.96
C27752974 460 301.03
C27752974 461 277.94
C27752974 497 264.58
C27753696 183 321.38
C27754074 280 347.44
C27754566 79 479.66
C27754566 87 1866.6
C27754566 137 554.77
C27754566 240 266.79
C27754566 312 284.68
C27754566 354 294.82
C27754780_1_358 24 279.77
C27754780_1_358 28 293.07
C27754780_1_358 268 497.49
C27754780_1_358 280 289.69
C27754780_1_358 308 738.95
C27754780_1_358 333 329.97
C27754780_1_358 342 280.36
C27757244 74 257.66
C27757244 116 409.11
C27757244 126 2294.5
C27757244 177 1603.2
C27757244 280 6562.7
C27758220_1_471 78 283.12
C27758220_1_471 179 278.31
C27758220_1_471 212 338.88
C27758278 131 304.96
C27758278 271 590.81
C27758278 288 980.8
C27759722 440 300.23
C27759722 458 279.96
C27759722 508 280.76
C27759976 79 283.32
C27759976 194 913.84
C27759976 199 287.11
C27759976 215 275.86
C27759976 223 340.92
C27759976 224 269.91
C27759976 251 270.55
C27759976 272 305.53
C27759976 287 280.64
C27759976 298 300.61
C27759976 401 291.42
C27759976 437 263.25
C27760768 85 286.99
C27760768 92 362.14
C27760768 100 265.73
C27760768 168 294.11
C27760768 202 292.19
C27760768 410 297.41
C27762122 455 279.67
C27764710 166 292.2
C27764710 300 612.69
C27764710 325 318.78
C27764710 368 311.33
C27764796 284 287.92
C27764796 307 285.75
C27764796 387 271.7
C27764996 23 439.07
C27764996 149 394.22
C27764996 183 281.26
C27764996 255 276.6
C27764996 307 282.56
C27764996 336 1515.5
C27764996 475 285.44
C27765810_1_418 89 423.94
C27765810_1_418 91 277.88
C27765810_1_418 92 282.38
C27765810_1_418 101 725.66
C27765810_1_418 102 286.36
C27765810_1_418 214 275.47
C27765810_1_418 224 290.26
C27765810_1_418 245 275.33
C27765810_1_418 251 284.13
C27765810_1_418 263 305.52
C27765810_1_418 288 296.76
C27765810_1_418 308 2883.3
C27765810_1_418 309 585.62
C27765810_1_418 322 289.21
C27765810_1_418 330 289.88
C27765810_1_418 339 274.34
C27765810_1_418 342 742.16
C27765810_1_418 344 319.86
C27765810_1_418 365 276.35
C27765810_1_418 371 283.21
C27766344 44 278.94
C27766344 90 574.04
C27766344 194 916.32
C27766344 229 737.64
C27766696 145 312.27
C27766696 174 324.95
C27766696 278 260.95
C27766696 343 624.71
C27766696 408 565.39
C27766698 60 284.45
C27766698 265 268.03
C27766698 288 270.7
C27766698 294 261.38
C27766698 364 259.17
C27766698 509 257.96
C27766936 229 682.15
C27766936 235 286.66
C27766936 312 271.48
C27766936 337 306.7
C27766936 339 788.18
C27766936 353 536.75
C27766936 360 307.26
C27766936 407 314.97
C27766936 431 315.08
C27766936 441 347.07
C27766936 443 281.59
C27767868 34 556.62
C27767868 72 280.82
C27767868 74 269.12
C27767868 95 288.97
C27767868 128 332.28
C27767868 138 396.63
C27767868 152 402.96
C27767868 156 322.67
C27767868 276 380.19
C27767868 340 283.18
C27767868 364 517.89
C27767868 377 293.14
C27767868 383 413.34
C27767868 438 296.47
C27768564 124 563.65
C27768564 140 773.36
C27768564 179 267.77
C27768564 207 295
C27772024 139 265.33
C27772024 143 364.3
C27772024 160 407.37
C27772042 390 331.55
C27772042 460 263.33
C27772042 494 243.94
C27772122 18 304.9
C27772122 20 363.83
C27772122 102 298.71
C27772122 122 281.35
C27772122 134 284.73
C27772122 145 263.13
C27772122 170 313.17
C27772122 198 258.92
C27772122 217 805.88
C27772122 281 450.79
C27772122 346 262.39
C27772122 364 478.34
C27772122 370 274.82
C27772122 391 441.87
C27772122 464 334.61
C27772524 121 780.65
C27772524 129 341.78
C27772524 152 271.39
C27772524 165 358.07
C27772524 211 321.06
C27773216 57 890.81
C27773216 61 288.84
C27773216 79 266.13
C27773216 86 336.05
C27773216 88 279.5
C27773216 99 276.23
C27773216 100 271
C27773216 122 282.27
C27773216 129 273.53
C27773216 130 279.41
C27773216 149 366.5
C27773216 183 279.44
C27773216 196 690.08
C27773216 221 532.91
C27773216 225 379.3
C27773216 226 441.26
C27773216 247 299.59
C27773216 267 319.91
C27773216 274 393.73
C27773216 277 279.48
C27773216 279 288.39
C27773216 287 284.66
C27773216 302 432.1
C27773216 305 265.15
C27773216 306 299.72
C27773216 307 320.39
C27773216 329 1094.4
C27773216 336 1545
C27773216 337 930.46
C27773216 338 1451.3
C27773216 378 385.59
C27773216 379 293.77
C27773216 380 277.84
C27773216 391 334.73
C27773216 392 280.2
C27773216 393 285.88
C27773216 418 430.07
C27773216 427 263.72
C27773216 428 480.24
C27773216 431 269.63
C27773216 451 303.98
C27773216 474 637.85
C27773216 478 825.22
C27773216 493 396.55
C27773216 497 296.31
C27773216 504 283.09
C27774228 123 299.92
C27774228 125 457.94
C27774228 142 284.85
C27774228 171 733.49
C27774228 181 439.51
C27774228 185 328.73
C27774228 206 263.95
C27774228 211 2691.9
C27774228 222 305.11
C27774228 234 268.32
C27774228 235 3639.5
C27774228 246 293.69
C27774228 286 269.37
C27774228 305 664.36
C27774228 316 275.56
C27774228 327 437.01
C27774228 333 261.89
C27774228 344 267.93
C27774228 403 303.54
C27774228 411 692.22
C27774228 427 286.31
C27774228 428 285.39
C27774228 450 274.76
C27774228 462 313.62
C27774576 218 298.71
C27774576 223 279.2
C27774576 235 312.06
C27774746 124 295.61
C27774746 159 305.17
C27774746 164 323.64
C27774746 167 287.35
C27774746 219 269.68
C27774746 244 323.44
C27774746 344 270.34
C27778770 55 303.85
C27778770 60 262.38
C27778770 89 272.28
C27778770 111 306.96
C27778770 140 291.77
C27778770 155 820.2
C27778770 156 286.32
C27778770 165 1230.9
C27778770 200 301.82
C27778770 217 294.93
C27779056 109 251.55
C27779056 110 278.53
C27779056 117 307.37
C27779056 133 459.11
C27779056 138 285.68
C27779056 148 309.74
C27779056 156 281.22
C27779056 164 412.27
C27779056 220 479.55
C27779056 221 269.95
C27779056 272 317.12
C27779056 286 334.76
C27779056 304 536.7
C27779056 309 261.54
C27779056 368 275.79
C27779056 381 3106.2
C27780168 164 553.02
C27780168 172 304.95
C27780168 176 695.94
C27780168 390 401.98
C27780168 494 298.93
C27780270 139 288.39
C27780270 145 289.06
C27780270 148 288.51
C27780270 151 266.48
C27780270 160 262.73
C27780270 230 283.86
C27780270 281 280.08
C27780270 282 1263.7
C27780270 289 1712.3
C27780270 410 263.44
C27780270 412 284.21
C27780270 440 335.47
C27780270 447 280.64
C27780270 452 1532
C27780886 338 301.4
C27780886 340 488.37
C27780886 386 354.78
C27780886 402 275.31
C27782390 26 278.91
C27782390 125 283.32
C27782390 127 347.55
C27782390 210 1552.4
C27782390 260 271.57
C27782390 299 292.4
C27782390 326 364.53
C27782390 343 1064.1
C27782390 392 1399.7
C27782390 404 269.26
C27782390 433 262.33
C27782390 488 290.56
C27782390 490 278.8
C27782390 498 283.66
C27782390 500 279.74
C27782400 6 262.54
C27782400 446 714.38
C27782400 491 259.71
C27782470 61 957.96
C27782470 76 395.58
C27782470 91 318.36
C27782470 223 312.43
C27782470 229 262.86
C27782470 232 414.71
C27782470 248 911.54
C27785098 123 298.17
C27785098 264 2078.6
C27785098 336 356.41
C27785098 352 264.75
C27785098 462 314.34
C27785098 511 267.91
C27786518_194_517 103 494.58
C27786518_194_517 144 301.05
C27787934 83 265.56
C27787934 84 265.3
C27787934 113 3610
C27787934 115 5529.4
C27787934 147 278.35
C27787934 252 337.33
C27787934 308 949.8
C27787934 407 273.79
C27787934 411 464.4
C27787934 450 288.67
C27788898_1_402 119 268.81
C27788898_1_402 125 287.61
C27788898_1_402 132 267.94
C27788898_1_402 274 269.94
C27788898_1_402 308 292.02
C27789420 33 325.2
C27789420 86 451.34
C27789420 120 252.07
C27789420 158 389.96
C27789420 160 307.72
C27789420 174 1104.7
C27789420 180 541.48
C27789420 209 310.66
C27789420 237 268.47
C27789420 280 288.03
C27789420 295 310.92
C27789420 298 294.57
C27789420 319 262.71
C27789420 322 318.96
C27789420 330 485.02
C27793074 374 286.61
C27793074 406 344.06
C27793074 415 634.3
C27793074 448 270.48
C27793074 457 268.07
C27793074 465 281.62
C27794012 10 270.44
C27794012 69 665.59
C27794012 70 297.56
C27794012 116 302.8
C27794012 131 282.25
C27794012 146 268.24
C27794012 162 910.46
C27794012 164 291.74
C27794012 191 305.23
C27794012 248 322.21
C27794012 250 445.62
C27794012 364 632.51
C27794012 473 251.47
C27794012 477 288.85
C27794146 24 277.29
C27794146 28 318.05
C27794146 82 271.95
C27794146 83 283.49
C27794146 96 269.76
C27794146 98 1059.7
C27794146 102 5642.1
C27794146 126 778.67
C27794146 201 310.73
C27794146 208 700.51
C27794146 214 3968.7
C27794146 275 298.09
C27794146 296 270.3
C27794146 363 659.56
C27794146 365 272.2
C27794146 368 418.72
C27794146 370 587.08
C27794146 439 299.94
C27794146 474 288.56
C27794186 7 460.71
C27794186 65 349.34
C27794186 80 284.81
C27794186 81 280.72
C27794186 100 356.8
C27794186 119 295.4
C27794186 133 272.46
C27794186 140 296.44
C27794186 158 641.13
C27794186 165 276.77
C27794186 182 655.64
C27794186 192 565.41
C27794186 298 290.58
C27794186 305 489.82
C27794186 358 277.36
C27794186 410 1928.4
C27794186 418 294.29
C27794186 437 373.07
C27794186 479 365.2
C27794186 503 1013.1
C27794186 508 726.66
C27794294 282 372.84
C27794294 295 311.46
C27794294 465 356.11
C27796610 193 850.44
C27796610 203 299.32
C27796610 206 274.97
C27796610 396 274.94
C27796656 192 302.35
C2779701 22 268.89
C27798336 58 270.28
C27798336 63 290.09
C27798336 76 320.18
C27798336 78 284.16
C27798336 94 301.12
C27798336 109 280.89
C27798336 131 343.29
C27798336 142 452.82
C27798336 143 293.3
C27798336 146 273.78
C27798336 161 1110.8
C27798336 167 277.93
C27798336 183 297.49
C27798336 212 298.79
C27798336 304 328.58
C27798336 312 301.3
C27798336 321 362.18
C27798336 330 303.26
C27798336 339 268.27
C27798336 345 280.24
C27798336 367 416.49
C27798336 376 273.35
C27798336 396 278.9
C27798336 398 658.84
C27798336 408 274.47
C27798336 410 298.64
C27798336 428 783.49
C27798336 439 846.55
C27798336 445 349.37
C27798336 455 571
C27799876 51 544.16
C27799876 83 274.88
C27799876 112 311.18
C27799876 272 624.76
C27799876 304 283.82
C27799876 339 318.35
C27799876 361 374.74
C27800554 172 547.42
C27800554 469 340.56
C27800704 44 288.25
C27800704 150 425.59
C27800704 177 299.41
C27800704 196 453.62
C27800704 200 271.77
C27800704 299 316.51
C27800778 337 502.86
C27800836 90 304.89
C27800836 92 264.42
C27800836 178 297.72
C27800836 180 283.39
C27800836 181 272.26
C27800836 198 322.03
C27800836 224 305.08
C27800836 235 1555.9
C27800836 244 282.51
C27800836 281 1595.5
C27800836 324 374.22
C27800836 325 302.27
C27800836 332 270.8
C27800836 343 571.67
C27800836 367 5323.2
C27800836 386 1125.5
C27801268 7 299.79
C27801268 94 274.54
C27801268 105 269.04
C27801268 117 1498.1
C27801268 118 2286.5
C27801268 119 3936.2
C27801268 239 431.05
C27801268 291 255.27
C27801268 319 269.55
C27801268 363 307.06
C27801930 284 288.55
C27801930 286 341.9
C27802252 46 269.75
C27802252 104 263.36
C27802252 140 515.85
C27802252 240 282.24
C27802252 287 300.66
C27802252 319 270.5
C27802252 350 295.21
C27802252 374 471.98
C27806300 220 322.34
C27806300 235 416.17
C27806300 244 376.05
C27806300 249 296.17
C27806300 264 858.29
C27806300 269 281.78
C27806300 333 316.46
C27806300 381 369.22
C27810508 9 300.26
C27810508 12 493.08
C27810508 31 838.69
C27810508 73 296.72
C27810508 90 282.41
C27810508 94 286.43
C27810508 147 289.4
C27810508 187 286.69
C27810508 188 442.62
C27810508 199 288.24
C27810508 257 270.14
C27810508 265 1027.1
C27810508 298 303.72
C27810508 334 427.04
C27810508 336 284.01
C27810508 346 306.09
C27810508 366 275.08
C27810508 373 310.24
C27810508 375 308.13
C27810508 378 554.05
C27810508 380 305.98
C27811732 296 878.37
C27811732 364 290.88
C27811732 403 2067.7
C27811732 428 375.61
C27811732 441 294.29
C27814610 18 318.98
C27814610 26 439.34
C27814610 39 281.46
C27814610 130 489.46
C27814610 176 571.56
C27814610 185 349.6
C27814610 310 328.08
C27814610 350 324.3
C27814824_88_519 174 276.41
C27814824_88_519 218 252.84
C27814824_88_519 228 342.68
C27814824_88_519 247 262.01
C27814954_201_519 59 1430.9
C27814954_201_519 71 1189.6
C27815040 160 294.33
C27815040 241 685.8
C27815040 323 291.38
C27815040 341 267.26
C27815040 380 276.96
C27815040 412 1474.8
C27815040 423 284.09
C27815040 425 949.5
C27815040 428 292.37
C27815040 440 4289.6
C27815270 115 291.18
C27815270 117 282.19
C27815270 157 3252.9
C27816014 433 375.72
C27816272 270 390.77
C27816272 273 789.14
C27816272 287 537.66
C27816272 314 264.68
C27816782 33 276.7
C27816782 270 273.82
C27816782 281 268.81
C27816782 365 276.29
C27816782 383 332.97
C27816782 483 1098.8
C27818944_68_520 98 352.6
C27821108 113 396.44
C27821108 132 310.78
C27821108 188 499.77
C27821108 212 293.23
C27821108 229 332.15
C27821108 322 386.24
C27821108 331 284.5
C27821108 337 316.75
C27821108 341 326.78
C27821108 377 475.13
C27821108 397 374.84
C27821108 405 305.33
C27821108 431 279.63
C27821108 441 402.05
C27821658 120 386.89
C27821658 130 1782.5
C27821658 140 300.68
C27821658 146 325.34
C27821658 170 347.45
C27821658 207 278.89
C27821658 209 305.25
C27821658 217 285.09
C27821658 224 288.71
C27821658 225 1370.8
C27821658 407 273.13
C27821658 414 293.64
C27821658 417 403.98
C27821658 422 276.92
C27821658 429 2499.5
C27821658 435 646.97
C27821658 463 394.83
C27821658 473 1477.7
C27821658 482 278.07
C27822792 199 349.09
C27822792 282 1348.2
C27822792 399 279.92
C27822792 425 310.82
C27822792 500 2620.4
C27823990_286_520 57 1008.9
C27823990_286_520 70 952.35
C27823990_286_520 91 317.63
C27823990_286_520 102 319.16
C27823990_286_520 108 279.98
C27823990_286_520 113 2801.6
C27824396 85 320.17
C27824396 163 1940.8
C27824396 181 285.55
C27824396 297 281.39
C27824674_142_520 75 313.87
C27824674_142_520 97 329.62
C27824674_142_520 135 327.44
C27824674_142_520 239 360.69
C27824674_142_520 257 371.93
C27824674_142_520 270 333.83
C27824674_142_520 272 322.33
C27828626 108 272.04
C27828626 116 280.72
C27828626 127 302.35
C27828626 129 6090.8
C27828626 151 279.16
C27828626 196 311.08
C27828626 201 283.77
C27828626 202 283.29
C27828626 203 287.35
C27828626 205 1057.6
C27828626 207 436.7
C27828626 244 433.35
C27828626 246 379.26
C27828626 254 288.86
C27828626 255 254.86
C27828626 272 269.1
C27828626 273 651.39
C27828626 282 266.51
C27828626 285 340.93
C27828626 290 279.61
C27828626 302 287.93
C27828626 304 287.76
C27828626 306 267.58
C27828626 316 1249.2
C27828626 319 283.67
C27828626 353 248.26
C27828626 446 500.12
C27829602 1 275.15
C27829602 35 302.47
C27829602 208 394.63
C27829602 303 247.22
C27829602 321 1811.6
C27829602 432 277.14
C27829602 502 284.33
C27830468_1_466 98 491.1
C27830468_1_466 100 322.88
C27830468_1_466 108 302.47
C27830468_1_466 218 360.99
C27830468_1_466 286 276.72
C27830468_1_466 298 285.29
C27830468_1_466 316 264.43
C27830468_1_466 320 680.59
C27832484 57 296.74
C27832484 97 285.21
C27832484 99 332.76
C27832484 144 335.27
C27832484 155 282.39
C27832484 169 282.59
C27832484 231 1796.7
C27832484 343 361.03
C27832484 352 313.25
C27832484 362 291.42
C27832484 516 272.95
C27834592 207 282.55
C27834592 215 635.08
C27834592 240 846.57
C27834592 256 297.31
C27834592 294 613.42
C27834592 344 286.07
C27835436 51 287.86
C27835436 66 315.37
C27835436 67 298.2
C27835436 73 278.98
C27835436 84 278.3
C27835436 96 502.65
C27835436 196 279.84
C27835436 210 270.51
C27835436 229 313.21
C27835436 382 311.02
C27836310 150 351.11
C27836310 160 300.21
C27836310 208 421.53
C27836310 215 523.03
C27836310 453 289.09
C27836492 297 293.85
C27836492 298 287.59
C27836892 71 288.79
C27836892 72 276.25
C27836892 119 604.44
C27837424 175 299.39
C27837424 179 363.11
C27837424 208 286.93
C27837424 231 335.92
C27837424 243 692.5
C27837424 284 296.38
C27837424 291 1629.7
C27837424 312 321.11
C27837424 319 333.39
C27837424 350 318.27
C27837424 500 289.96
C27838188 282 306.42
C27838188 292 345.02
C27838318 79 376.34
C27838318 130 315.26
C27838824 202 263.23
C27838824 205 3775.5
C27838824 210 298.89
C27838878 217 287.56
C27838878 227 283.65
C27838878 330 291.59
C27838878 348 340.02
C27838878 364 301.51
C27838878 381 314.86
C27838878 382 878.42
C27838878 439 3911.2
C27838878 445 1442.2
C27842994 126 473.14
C27842994 203 269.39
C27842994 314 281.33
C27842994 342 271
C27844524_1_425 51 281.52
C27844524_1_425 141 264.77
C27844524_1_425 178 268.55
C27844524_1_425 270 281.08
C27844524_1_425 272 273.2
C27844524_1_425 288 286.62
C27844524_1_425 289 485.69
C27844524_1_425 334 4420.8
C27845152 276 886.97
C27845152 286 292.52
C27845404 78 279.83
C27845404 95 305.15
C27845404 118 321.19
C27845404 251 511.64
C27845404 297 271.51
C27845758 397 279.54
C27849060 68 274.64
C27849060 124 617.91
C27849060 436 301.91
C27849060 444 348.42
C27849060 448 284.03
C27849060 466 282.95
C27849494_1_380 115 280.75
C27849494_1_380 267 276.57
C27850090 341 1021.5
C27850090 361 278.78
C27850732_204_522 25 2395.8
C27850732_204_522 35 417.65
C27850732_204_522 130 440.25
C27850732_204_522 181 291.79
C27850732_204_522 185 327.25
C27853000 150 293.62
C27853000 152 297.17
C27853000 154 2837.7
C27853000 167 369.74
C27853000 199 647.19
C27853000 305 370.36
C27853000 320 289.32
C27853000 328 274.95
C27853000 365 279.55
C27853000 453 436.59
C27853000 461 285.67
C27854172 106 1413.6
C27854172 157 270.65
C27854172 182 983.41
C27854172 196 1711.9
C27854172 264 274.97
C27854172 335 247.48
C27854172 441 415.79
C27854172 500 349.37
C27855096_1_313 216 289.63
C27855096_1_313 247 311.44
C27855908 70 1640.5
C27855908 77 1364.6
C27855908 82 468.23
C27855908 88 1028.6
C27855908 98 1211
C27855908 175 282.44
C27855908 184 283.31
C27855908 187 755.96
C27855908 204 1360
C27855908 217 261.83
C27855908 234 336.19
C27855908 239 284.72
C27855908 240 380.22
C27855908 244 300.16
C27855908 275 698.81
C27855908 281 307.12
C27857020 72 309.4
C27857020 116 356.05
C27857020 119 284.37
C27857020 139 779.45
C27857020 149 275.55
C27857020 155 270.47
C27857020 163 287.93
C27857020 223 271.51
C27857020 242 298.05
C27857020 252 875.58
C27857020 261 528.44
C27857020 273 372.37
C27857020 318 286.18
C27857020 320 456.99
C27857020 325 307.21
C27857020 343 450
C27857020 346 351.96
C27857020 348 277.32
C27857020 377 359.43
C27857020 383 272.5
C27857020 388 271.53
C27857020 402 297.09
C27857020 406 367.81
C27857020 412 661.98
C27857020 419 313.21
C27857020 425 301.15
C27857020 432 301.3
C27857020 449 265.19
C27857020 460 427
C27857020 478 1076.2
C27857020 479 273.5
C27857020 488 286.99
C27857496 89 601.51
C27857496 162 575.87
C27857496 194 299.32
C27857496 200 306.63
C27857682 47 575.77
C27857682 115 443.66
C27857682 133 431.46
C27857682 171 315.41
C27857682 213 295.92
C27857682 250 300.59
C27857682 268 271.84
C27857682 359 301.57
C27857682 404 396.39
C27857682 445 460.29
C27857682 487 1362.2
C27859232 38 296.92
C27859232 63 363.87
C27859232 69 1129.5
C27859232 122 275.14
C27859232 132 286.25
C27859232 146 834.79
C27859232 210 305.8
C27859232 234 1823.7
C27859232 255 304.81
C27859232 308 284.84
C27859232 389 285.21
C27862800 42 370.81
C27862800 161 301.06
C27862800 180 290.53
C27862800 182 346.57
C27862800 232 298.16
C27862800 233 319.28
C27862800 234 336.79
C27862800 269 293.58
C27862800 285 307.79
C27862800 287 266.11
C27862800 310 311.92
C27862800 311 276.46
C27862800 314 293.83
C27862800 379 308.85
C27864444 223 1105
C27864444 252 749.98
C27864444 297 287.14
C27864444 346 273.21
C27864444 421 295.19
C27864444 422 289.14
C27864444 442 278.75
C27864444 499 270.59
C27864602 80 271.7
C27864602 104 275.63
C27864602 194 275.49
C27864602 215 300.64
C27864602 237 301.61
C27864602 244 269.18
C27865352 57 524.22
C27865352 142 335.39
C27865352 167 654.65
C27865352 193 266.86
C27865352 240 314.8
C27865352 251 647.52
C27865462 142 297.47
C27865462 199 270.72
C27865462 204 298.24
C27865462 205 307.52
C27865462 232 284.32
C27865462 243 390.11
C27865462 323 1364.4
C27865462 373 282.48
C27865462 427 279.4
C27865462 429 275.04
C27865462 431 322.58
C27865462 432 265.54
C27865462 504 289.82
C27866306 283 331.3
C27866306 291 574.52
C27866306 292 313.84
C27866306 318 553.38
C27866306 390 269.48
C27866306 401 285.97
C27866606_126_523 187 306.07
C27866606_126_523 189 544.5
C27866606_126_523 198 417.36
C27866606_126_523 206 268.09
C27870152 55 289.21
C27870152 60 633.51
C27870152 63 279.92
C27870152 70 914.42
C27870152 95 291.15
C27870152 131 312.21
C27870152 135 340.62
C27870152 167 281.09
C27870152 205 545.92
C27870152 296 376.03
C27870152 341 265.97
C27870152 344 665.1
C27870152 380 445.16
C27870152 385 280.93
C27870152 386 1413.9
C27870152 422 2331.8
C27870152 448 804.44
C27870152 451 320.51
C27870324_1_314 175 386.13
C27870842 35 273.1
C27870842 58 543.53
C27870842 110 274.03
C27870842 120 291.75
C27870842 134 280.18
C27870842 158 276.67
C27870842 180 297.92
C27870842 230 264.82
C27870842 354 269.39
C27870842 405 716.47
C27870842 416 295.71
C27870842 437 280.94
C27870842 468 283.6
C27870842 476 281
C27870842 489 310.53
C27870842 513 298.17
C27871318 91 389.31
C27871318 133 281.6
C27871318 325 268.2
C27871318 338 422.22
C27871318 351 296.82
C27871318 423 330.86
C27871318 477 281.05
C27871696 28 304.51
C27871696 58 308.97
C27871696 157 280.39
C27871696 170 297.39
C27871696 229 273.45
C27871696 271 286.95
C27871696 367 308.08
C27871696 398 979.85
C27871696 433 357.17
C27871696 479 488.88
C27873028 41 755.2
C27873028 42 287.42
C27873028 52 386.66
C27873028 59 285.82
C27873028 63 313.11
C27873028 81 309.64
C27873028 161 1117.4
C27873028 164 1187
C27873028 209 332.4
C27873028 234 360.12
C27873028 251 278.96
C27873028 291 300.52
C27873028 316 279.95
C27873028 318 1004.4
C27873028 372 270.56
C27873028 378 438.26
C27873028 411 291.5
C27873028 413 718.07
C27873028 424 1023.4
C27873028 483 288
C27873774 111 1512.1
C27873774 262 332.58
C27873774 265 358.82
C27873774 293 1310.5
C27873774 318 287.59
C27873774 416 294.97
C27873774 430 299.33
C27874570 370 476.46
C27876118 137 315.52
C27876118 155 419.54
C27876118 186 294.84
C27876118 191 294.01
C27876118 196 384.76
C27876118 199 283.89
C27876118 200 309.72
C27876118 204 332.77
C27876118 226 330.56
C27876118 266 280.81
C27876118 278 414.82
C27876118 299 301.17
C27876118 515 493.22
C27877160 9 314.16
C27877160 22 668.28
C27877160 47 587.3
C27877160 400 299.53
C27877160 412 387.19
C27877160 483 405.68
C27877304 14 399.02
C27877304 37 293.59
C27877304 70 746.62
C27877304 217 639.04
C27877304 240 591.22
C27877304 289 629.77
C27877304 306 438.9
C27877304 318 279.76
C27877304 411 1072.2
C27877304 452 425.96
C27877358_1_430 27 352.4
C27877358_1_430 267 661.64
C27877654 175 313.09
C27877654 184 326.26
C27878578 79 277.1
C27879416 53 268.9
C27879416 93 288.01
C27879416 98 348.49
C27879416 211 291.32
C27879416 230 254.74
C27879416 357 727.04
C27879416 381 290.62
C27879416 402 292.26
C27880200 249 308.47
C27880200 305 549.58
C27881634 151 408.72
C27881634 185 272.14
C27881634 186 295.17
C27881634 203 340.97
C27881634 253 289.46
C27881634 257 334.56
C27881634 293 281.54
C27881634 404 372.25
C27881634 435 263.82
C27881634 486 380.96
C27881634 488 861.73
C27883328 185 294.54
C27883378 78 265.6
C27883378 83 856.03
C27883378 85 276.89
C27883378 179 279.36
C27883378 215 408.98
C27883378 249 291.88
C27883378 290 283.12
C27883378 293 307.02
C27883378 453 293.06
C27883378 517 289.66
C27883420 178 315.07
C27883420 180 2445.3
C27883420 191 285.96
C27883420 212 257.55
C27883752 85 290.66
C27883752 103 274.32
C27883752 160 291.33
C27883752 162 4447.2
C27883752 166 358.04
C27883752 194 283.12
C27883752 195 296.8
C27883752 205 324.06
C27883752 211 724.84
C27883752 213 294.75
C27883752 249 278.29
C27883752 259 325.73
C27883752 287 281.05
C27883752 288 299.13
C27883752 316 372.33
C27883752 317 272.73
C27883752 342 268.08
C27883752 343 684.64
C27883752 373 297.91
C27883752 399 303.09
C27883752 459 975.44
C27884028_175_524 3 270.55
C27884028_175_524 115 274.21
C27884028_175_524 125 281.86
C27884028_175_524 249 294.2
C27885458 107 286.57
C27885458 403 1395
C27885458 431 265.86
C27885458 459 278.97
C27885892 77 274.68
C27885892 82 266.58
C27885892 172 288.33
C27885892 375 280
C27886038 248 487.68
C27890260 19 274.64
C27890260 62 293.67
C27890260 186 424.36
C27890260 195 476.91
C27890260 320 305.29
C27890260 335 274.93
C27890260 382 325.84
C27890486 106 273.98
C27890486 113 299.18
C27890486 130 1481.4
C27890486 162 286.52
C27890486 197 686.49
C27890486 282 1584.4
